STT,name,sec_code,stock_exchange
480,CTCP Đầu tư - Kinh doanh Nhà,ITC,HOSE
481,CTCP Đầu tư BKG Việt Nam,BKG,HOSE
482,CTCP Đầu tư Du lịch và Phát triển thủy sản,DAT,HOSE
483,CTCP Đầu tư Dịch vụ Hoàng Huy,HHS,HOSE
484,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,TCH,HOSE
485,CTCP Đầu tư Hải Phát,HPX,HOSE
486,CTCP Đầu tư LDG,LDG,HOSE
487,CTCP Đầu tư Nhãn Hiệu Việt,ABR,HOSE
488,CTCP Đầu tư Năm Bảy Bảy,NBB,HOSE
489,CTCP Đầu tư Phát triển Công nghiệp - Thương Mại Củ Chi,CCI,HOSE
490,CTCP Đầu tư Phát triển Công nghiệp và Vận tải (TRACODI),TCD,HOSE
491,CTCP Đầu tư Sài Gòn VRG,SIP,HOSE
492,CTCP Đầu tư Sản xuất và thương mại HCD,HCD,HOSE
493,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,HAR,HOSE
494,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,VPG,HOSE
495,CTCP Đầu tư Văn Phú - Invest,VPI,HOSE
496,CTCP Đầu tư hạ tầng kỹ thuật TPHCM,CII,HOSE
499,CTCP Đầu tư phát triển hạ tầng IDICO,HTI,HOSE
501,CTCP Đầu tư thương mại SMC,SMC,HOSE
502,CTCP Đầu tư thế giới di động,MWG,HOSE
503,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,KDH,HOSE
504,CTCP Đầu tư và Phát triển Cảng Đình Vũ,DVP,HOSE
505,CTCP Đầu tư và Phát triển Y tế Việt Nhật,JVC,HOSE
506,CTCP Đầu tư và Phát triển Đa quốc gia I.D.I,IDI,HOSE
507,CTCP Đầu tư và Phát triển đô thị Long Giang,LGL,HOSE
509,CTCP Đầu tư và Thương mại Vũ Đăng,SVD,HOSE
510,CTCP Đầu tư và Xây dựng Cấp thoát nước,VSI,HOSE
511,CTCP Đầu tư và Xây dựng HUD1,HU1,HOSE
512,CTCP Đầu tư và Xây dựng Tiền Giang,THG,HOSE
513,CTCP Đầu tư và công nghệ HVC,HVH,HOSE
514,CTCP Đầu tư và phát triển đô thị dầu khí Cửu Long,CCL,HOSE
516,CTCP Đầu tư xây dựng và phát triển đô thị Thăng Long,TLD,HOSE
517,CTCP Đệ Tam,DTA,HOSE
518,CTCP địa ốc First Real,FIR,HOSE
519,CTY CỔ PHẦN KHOÁNG SẢN VÀ VẬT LIỆU XÂY DỰNG LÂM ĐỒNG,LBM,HOSE
520,CÔNG TY CP LOGISTICS VINALINK,VNL,HOSE
521,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN CƯỜNG THUẬN IDICO,CTI,HOSE
522,CÔNG TY CỔ PHẦN BIBICA,BBC,HOSE
523,CÔNG TY CỔ PHẦN DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,ABS,HOSE
524,CÔNG TY CỔ PHẦN GIỐNG CÂY TRỒNG MIỀN NAM,SSC,HOSE
525,CÔNG TY CỔ PHẦN HALCOM VIỆT NAM,HID,HOSE
526,CÔNG TY CỔ PHẦN KỸ NGHỆ ĐÔ THÀNH,DTT,HOSE
527,CÔNG TY CỔ PHẦN KỸ THUẬT VÀ Ô TÔ TRƯỜNG LONG,HTL,HOSE
528,CÔNG TY CỔ PHẦN LOGISTICS VICEM,HTV,HOSE
529,CÔNG TY CỔ PHẦN MINH HƯNG QUẢNG TRỊ,GMH,HOSE
530,CÔNG TY CỔ PHẦN MIỀN ĐÔNG,MDG,HOSE
531,CÔNG TY CỔ PHẦN NAM VIỆT,NAV,HOSE
532,CÔNG TY CỔ PHẦN SẢN XUẤT KINH DOANH XUẤT NHẬP KHẨU BÌNH THẠNH,GIL,HOSE
533,CÔNG TY CỔ PHẦN SỮA VIỆT NAM,VNM,HOSE
534,CÔNG TY CỔ PHẦN TCO HOLDINGS,TCO,HOSE
535,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,SBT,HOSE
536,CÔNG TY CỔ PHẦN THÉP VICASA - VNSTEEL,VCA,HOSE
538,CÔNG TY CỔ PHẦN THỰC PHẨM SAO TA,FMC,HOSE
539,CÔNG TY CỔ PHẦN TẬP ĐOÀN PC1,PC1,HOSE
540,CÔNG TY CỔ PHẦN VIETTRONICS TÂN BÌNH,VTB,HOSE
541,CÔNG TY CỔ PHẦN VINPEARL,VPL,HOSE
542,CÔNG TY CỔ PHẦN Ô TÔ TMT,TMT,HOSE
543,CÔNG TY CỔ PHẦN ĐIỆN LỰC GELEX,GEE,HOSE
544,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG GIAO THÔNG ĐÈO CẢ,HHV,HOSE
545,CÔNG TY CỔ PHẦN ĐẦU TƯ TÀI SẢN KOJI,KPF,HOSE
546,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG 3-2,C32,HOSE
547,CÔNG TY CỔ PHẦN ĐỊA ỐC SÀI GÒN THƯƠNG TÍN,SCR,HOSE
548,Công Ty CP Khoáng sản và Xây dựng Bình Dương,KSB,HOSE
549,Công Ty Cổ Phần Bất động sản và Đầu tư VRC,VRC,HOSE
550,Công Ty Cổ Phần Cao su Bến Thành,BRC,HOSE
551,Công Ty Cổ Phần Dược Phẩm OPC,OPC,HOSE
552,Công Ty Cổ Phần Rạng Đông Holding,RDP,HOSE
553,Công Ty Cổ Phần S.P.M.,SPM,HOSE
554,Công Ty Cổ Phần Transimex,TMS,HOSE
555,Công Ty Cổ Phần Tập Đoàn 911,NO1,HOSE
556,Công Ty Cổ Phần Đại Lý Vận Tải SAFI,SFI,HOSE
557,Công Ty Cổ phần Công nghiệp Cao su Miền Nam,CSM,HOSE
558,Công ty CP Camimex Group,CMX,HOSE
559,Công ty CP Dược phẩm Imexpharm,IMP,HOSE
560,Công ty CP Giống bò sữa Mộc Châu,MCM,HOSE
561,Công ty CP Nafoods Group,NAF,HOSE
562,Công ty CP Phát triển Đô thị Công nghiệp Số 2,D2D,HOSE
563,Công ty CP Pin Ắc quy Miền Nam,PAC,HOSE
564,Công ty CP SAM Holdings,SAM,HOSE
565,Công ty CP Đầu tư Cầu đường CII,LGC,HOSE
566,Công ty CP Đầu tư Nam Long,NLG,HOSE
567,Công ty Cổ Phần Bóng đèn Phích nước Rạng Đông,RAL,HOSE
568,Công ty Cổ Phần Bóng đèn Điện Quang,DQC,HOSE
569,Công ty Cổ Phần Chương Dương,CDC,HOSE
570,Công ty Cổ phần Bao Bì Biên Hòa,SVI,HOSE
571,Công ty Cổ phần Bất động sản Thế Kỷ,CRE,HOSE
572,Công ty Cổ phần Cao su Sao vàng,SRC,HOSE
573,Công ty Cổ phần Cao su Thống Nhất,TNC,HOSE
574,Công ty Cổ phần Cao su Đồng Phú,DPR,HOSE
575,Công ty Cổ phần Cảng Cát Lái,CLL,HOSE
576,Công ty Cổ phần Damsan,ADS,HOSE
577,Công ty Cổ phần Du lịch Thành Thành Công,VNG,HOSE
578,Công ty Cổ phần FPT,FPT,HOSE
579,Công ty Cổ phần Lizen,LCG,HOSE
580,Công ty Cổ phần Nhựa Hà Nội,NHH,HOSE
581,Công ty Cổ phần Nông nghiệp BAF Việt Nam,BAF,HOSE
582,Công ty Cổ phần Phân bón Dầu khí Cà Mau,DCM,HOSE
583,Công ty Cổ phần Quốc tế Sơn Hà,SHI,HOSE
584,Công ty Cổ phần ROX Key Holdings,TN1,HOSE
585,Công ty Cổ phần SJ Group,SJS,HOSE
587,Công ty Cổ phần Traphaco,TRA,HOSE
588,Công ty Cổ phần Tư vấn Xây dựng Điện 2,TV2,HOSE
589,Công ty Cổ phần Tập Đoàn ST8,ST8,HOSE
590,Công ty Cổ phần Tập đoàn ASG,ASG,HOSE
591,Công ty Cổ phần Tập đoàn F.I.T,FIT,HOSE
592,Công ty Cổ phần Tập đoàn GELEX,GEX,HOSE
593,Công ty Cổ phần Tập đoàn HAPACO,HAP,HOSE
594,Công ty Cổ phần Tập đoàn TNT,TNT,HOSE
595,Công ty Cổ phần Tập đoàn Thành Nam,TNI,HOSE
596,Công ty Cổ phần Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,CKG,HOSE
597,Công ty Cổ phần Tập đoàn kỹ nghệ gỗ Trường Thành,TTF,HOSE
598,Công ty Cổ phần Tập đoàn Đại Dương,OGC,HOSE
599,Công ty Cổ phần Tập đoàn Đất Xanh,DXG,HOSE
600,Công ty Cổ phần VINHOMES,VHM,HOSE
601,Công ty Cổ phần Vận tải Sản phẩm khí Quốc tế,GSP,HOSE
602,Công ty Cổ phần công nghệ - viễn thông ELCOM,ELC,HOSE
603,Công ty Cổ phần Đông Hải Bến Tre,DHC,HOSE
604,Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,ACC,HOSE
606,Công ty cổ phần Chế biến Nông sản Hồng Hà Sơn La,HSL,HOSE
607,Công ty cổ phần Create Capital Việt Nam,CRC,HOSE
608,Công ty cổ phần Cát Lợi,CLC,HOSE
609,Công ty cổ phần Cảng Quy Nhơn,QNP,HOSE
610,Công ty cổ phần Dược phẩm Cửu Long,DCL,HOSE
611,Công ty cổ phần FECON,FCN,HOSE
612,Công ty cổ phần HHP GLOBAL,HHP,HOSE
613,Công ty cổ phần Hóa An,DHA,HOSE
614,Công ty cổ phần Hóa chất cơ bản miền Nam,CSV,HOSE
615,Công ty cổ phần Lilama 10,L10,HOSE
616,Công ty cổ phần Sản xuất và Đầu tư Hoàng Gia,RYG,HOSE
617,Công ty cổ phần TEST,CTES,HOSE
618,Công ty cổ phần TM-XNK Thiên Nam,TNA,HOSE
620,Công ty cổ phần Tập đoàn Everland,EVG,HOSE
621,Công ty cổ phần Tập đoàn giống cây trồng Việt Nam,NSC,HOSE
622,Công ty cổ phần Viễn thông - Tin học Bưu điện,ICT,HOSE
623,Công ty cổ phần Y Dược phẩm Vimedimex,VMD,HOSE
624,Công ty cổ phần cao su Phước Hòa,PHR,HOSE
626,Công ty cổ phần thương mại & khai thác khoáng sản Dương Hiếu,DHM,HOSE
627,Công ty cổ phần Đầu tư và Phát triển Bất động sản An Gia,AGG,HOSE
646,Tập đoàn Bảo Việt,BVH,HOSE
647,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,GVR,HOSE
648,Tập đoàn Vingroup - CTCP,VIC,HOSE
649,Tập đoàn Xăng dầu Việt Nam,PLX,HOSE
650,Tổng CTCP Bia - Rượu - Nước giải khát Hà Nội,BHN,HOSE
651,Tổng CTCP Bia - Rượu - nước giải khát Sài Gòn,SAB,HOSE
652,Tổng CTCP Bảo Minh,BMI,HOSE
653,Tổng CTCP Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,BIC,HOSE
654,Tổng CTCP Bảo hiểm Quân đội,MIG,HOSE
655,Tổng CTCP Công trình Viettel,CTR,HOSE
656,Tổng CTCP Dệt may Hòa Thọ,HTG,HOSE
657,Tổng CTCP Phân bón và Hóa chất Dầu khí,DPM,HOSE
658,Tổng CTCP Xuất nhập khẩu và Xây dựng Việt Nam (Vinaconex),VCG,HOSE
659,Tổng CTCP Xây Dựng Điện Việt Nam,VNE,HOSE
660,Tổng CTCP Đầu tư phát triển xây dựng,DIG,HOSE
661,Tổng Công Ty Cổ phần Bảo hiểm Petrolimex,PGI,HOSE
662,Tổng Công ty Cổ phần Bưu chính Viettel,VTP,HOSE
664,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,KBC,HOSE
666,Tổng Công ty cổ phần Vận tải dầu khí,PVT,HOSE
667,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,NHA,HOSE
668,Tổng công ty CP Dịch vụ Tổng Hợp Dầu Khí,PET,HOSE
669,Tổng công ty Hàng không Việt Nam - CTCP,HVN,HOSE
671,Tổng công ty Viglacera - CTCP,VGC,HOSE
672,Tổng công ty Việt Thắng - CTCP,TVT,HOSE
674,Tổng công ty đầu tư và phát triển công nghiệp - CTCP,BCM,HOSE
1,CTCP Nhiệt Điện Bà Rịa,BTP,HOSE
2,CTCP Cấp Nước Bến Thành,BTW,HNX
3,CTCP Nước - Môi Trường Bình Dương,BWE,HOSE
4,CTCP Thủy Điện Miền Trung,CHP,HOSE
5,CTCP Cấp Nước Chợ Lớn,CLW,HOSE
6,CTCP CNG Việt Nam,CNG,HOSE
7,CTCP Đầu Tư Công Nghiệp Xuất Nhập Khẩu Đông Dương,DDG,HNX
8,CTCP Tập Đoàn Alpha Seven,DL1,HNX
9,CTCP Điện Nước Lắp Máy Hải Phòng,DNC,HNX
10,CTCP DNP Holding,DNP,HNX
11,CTCP Thủy Điện - Điện Lực 3,DRL,HOSE
12,Tổng Công Ty Điện Lực TKV - CTCP,DTK,HNX
13,Tổng Công Ty Khí Việt Nam - CTCP,GAS,HOSE
14,CTCP Cấp Nước Gia Định,GDW,HNX
15,CTCP Điện Gia Lai,GEG,HOSE
16,CTCP Tập Đoàn Hà Đô,HDG,HOSE
17,CTCP Thủy Điện Nậm Mu,HJS,HNX
18,CTCP Thủy Điện Hủa Na,HNA,HOSE
19,CTCP Điện Lực Khánh Hòa,KHP,HOSE
20,CTCP Kosy,KOS,HOSE
21,CTCP Nhiệt Điện Ninh Bình,NBP,HNX
22,CTCP Cấp Nước Nhà Bè,NBW,HNX
23,CTCP Điện Lực Dầu Khí Nhơn Trạch 2,NT2,HOSE
24,CTCP Thủy Điện Nước Trong,NTH,HNX
25,Tổng Công Ty Gas Petrolimex - Ctcp,PGC,HOSE
26,CTCP Phân Phối Khí Thấp Áp Dầu Khí Việt Nam,PGD,HOSE
27,CTCP Kinh Doanh Khí Miền Nam,PGS,HNX
28,Tổng Công Ty Phát Điện 3 - CTCP,PGV,HOSE
29,CTCP Đầu Tư Điện Lực 3,PIC,HNX
30,CTCP Đầu Tư Và Sản Xuất Petro Miền Trung,PMG,HOSE
31,Tổng Công Ty Điện Lực Dầu Khí Việt Nam,POW,HOSE
32,CTCP Nhiệt Điện Phả Lại,PPC,HOSE
33,CTCP Đầu Tư Icapital,PTC,HOSE
34,CTCP Kinh Doanh LPG Việt Nam,PVG,HNX
35,CTCP Cơ Điện Lạnh,REE,HOSE
36,CTCP Thủy Điện Sê San 4A,S4A,HOSE
37,CTCP Sông Ba,SBA,HOSE
38,CTCP Sông Đà 9,SD9,HNX
39,CTCP Đầu Tư Và Phát Triển Điện Miền Trung,SEB,HNX
40,CTCP Thủy Điện Miền Nam,SHP,HOSE
41,CTCP Thủy Điện Cần Đơn,SJD,HOSE
42,CTCP Thiết Bị Phụ Tùng Sài Gòn,SMA,HOSE
43,CTCP Thủy Điện Thác Bà,TBC,HOSE
44,CTCP Đầu Tư Tdg Global,TDG,HOSE
45,CTCP Nước Thủ Dầu Một,TDM,HOSE
46,CTCP Cấp Nước Thủ Đức,TDW,HOSE
47,CTCP Thủy Điện Thác Mơ,TMP,HOSE
48,CTCP Đầu Tư Xây Dựng Và Phát Triển Trường Thành,TTA,HOSE
49,CTCP Đầu Tư Năng Lượng Trường Thịnh,TTE,HOSE
50,CTCP Đầu Tư Phát Triển Nhà Và Đô Thị  IDICO,UIC,HOSE
51,CTCP Phát Triển Điện Lực Việt Nam,VPD,HOSE
52,CTCP Thủy Điện Vĩnh Sơn - Sông Hinh,VSH,HOSE
