STT,name,sec_code,stock_exchange
131,CTCP Tập đoàn Quản lý Tài sản Trí Việt,TVC,HNX
132,CTCP Tập đoàn Thiên Quang,ITQ,HNX
133,CTCP Tập đoàn Vexilla Việt Nam,SVN,HNX
134,CTCP Tập đoàn Vinacontrol,VNC,HNX
135,CTCP Tập đoàn Xây dựng SCG,SCG,HNX
136,CTCP Tập đoàn Đầu tư Din Capital,PDB,HNX
137,CTCP Tập đoàn Đầu tư IPA,IPA,HNX
138,CTCP VICOSTONE,VCS,HNX
139,CTCP Vicem Bao bì Bút Sơn,BBS,HNX
140,CTCP Vicem Bao bì Bỉm Sơn,BPC,HNX
141,CTCP Vicem Bao bì Hải Phòng,BXH,HNX
142,CTCP Vicem Thạch cao xi măng,TXM,HNX
143,CTCP Viglacera Hạ Long,VHL,HNX
144,CTCP Viglacera Đông Triều,DTC,HNX
145,CTCP Vinaconex 21,V21,HNX
146,CTCP Vinaconex 25,VCC,HNX
147,CTCP Viễn Thông VTC,VTC,HNX
148,CTCP Văn hóa Tân Bình,ALT,HNX
149,CTCP Vải sợi May mặc Miền Bắc,TET,HNX
150,CTCP Vận tải Khí và Hóa chất Việt Nam,PCT,HNX
151,CTCP Vận tải và Dịch vụ Petrolimex Hải Phòng,PTS,HNX
152,CTCP Vận tải và dịch vụ Petrolimex Sài Gòn,PSC,HNX
153,CTCP X20,X20,HNX
154,CTCP XNK Sa Giang,SGC,HNX
155,CTCP Xi măng Bỉm Sơn,BCC,HNX
156,CTCP Xi măng Thái Bình,TBX,HNX
157,CTCP Xi măng Vicem Bút Sơn,BTS,HNX
158,CTCP Xi măng Vicem Hoàng Mai,HOM,HNX
159,CTCP Xuất nhập khẩu Than - Vinacomin,CLM,HNX
160,CTCP XÂY LẮP III PETROLIMEX,PEN,HNX
161,CTCP Xây dựng Sông Hồng,ICG,HNX
162,CTCP Xây dựng Số 1,VC1,HNX
163,CTCP Xây dựng số 12,V12,HNX
164,CTCP Xây dựng và Đầu tư Visicons,VC6,HNX
165,CTCP Xây dựng điện VNECO 8,VE8,HNX
166,CTCP Xây dựng điện VNECO4,VE4,HNX
167,CTCP Xây dựng điện Vneco 3,VE3,HNX
168,CTCP Xây lắp Phát triển nhà Đà Nẵng,NDX,HNX
169,CTCP Xây lắp cơ khí và lương thực thực phẩm,MCF,HNX
170,CTCP Xăng dầu dầu khí Phú Yên,PPY,HNX
171,CTCP chế tạo kết cấu thép VNECO.SSM,SSM,HNX
172,CTCP que hàn điện Việt Đức,QHD,HNX
173,CTCP xuất nhập khẩu Hàng không,ARM,HNX
174,CTCP xây dựng điện VNECO1,VE1,HNX
176,CTCP Đại lý hàng hải Việt Nam,VSA,HNX
178,CTCP Đầu tư CMC,CMC,HNX
179,CTCP Đầu tư Châu Á - Thái Bình Dương,API,HNX
180,CTCP Đầu tư PV2,PV2,HNX
181,CTCP Đầu tư Phát triển Thành Đạt,DTD,HNX
182,CTCP Đầu tư Phát triển Xây dựng - Hội An,DIH,HNX
183,CTCP Đầu tư Sao Thăng Long,DST,HNX
184,CTCP Đầu tư Sản xuất Bảo Ngọc,BNA,HNX
185,CTCP Đầu tư dịch vụ và phát triển xanh,GIC,HNX
186,CTCP Đầu tư phát triển gas đô thị,PCG,HNX
187,CTCP Đầu tư phát triển nhà Đà Nẵng,NDN,HNX
188,CTCP Đầu tư phát triển xây dựng (DIC) số 2,DC2,HNX
189,CTCP Đầu tư tổng hợp Hà Nội,SHN,HNX
190,CTCP Đầu tư và Phát triển Bất động sản HUDLAND,HLD,HNX
191,CTCP Đầu tư và Phát triển Sao Mai (tên cũ CTCP Viễn Liên),UNI,HNX
192,CTCP Đầu tư và Phát triển TDT,TDT,HNX
193,CTCP Đầu tư và Phát triển doanh nghiệp Việt Nam,FID,HNX
194,CTCP Đầu tư và Phát triển giáo dục Phương Nam,SED,HNX
196,CTCP Đầu tư và Thương mại TNG,TNG,HNX
197,CTCP Đầu tư và Xây dựng BDC Việt Nam,MCO,HNX
198,CTCP Đầu tư và Xây dựng Thủy lợi Lâm Đồng,LHC,HNX
199,CTCP Đầu tư và Xây dựng Vina2,VC2,HNX
200,CTCP Đầu tư và Xây dựng số 18 (LICOGI 18),L18,HNX
201,CTCP Đầu tư và phát triển giáo dục Đà Nẵng,DAD,HNX
202,CTCP Đầu tư và xây lắp Constrexim Số 8,CX8,HNX
203,CTCP Đầu tư xây dựng và phát triển đô thị sông Đà,SDU,HNX
205,CTCP Địa ốc Chợ Lớn,RCL,HNX
206,CTCP Đồ hộp Hạ Long,CAN,HNX
207,CTCP Ắc quy Tia Sáng,TSB,HNX
208,CTCP Ống thép Việt Đức VGPIPE,VGS,HNX
209,CÔNG TY CP VINAFREIGHT,VNF,HNX
210,CÔNG TY CỔ PHẦN AAV GROUP,AAV,HNX
211,CÔNG TY CỔ PHẦN ALPHANAM E&C,AME,HNX
214,CÔNG TY CỔ PHẦN DU LỊCH - THƯƠNG MẠI TÂY NINH,TTT,HNX
215,CÔNG TY CỔ PHẦN DỊCH VỤ SÂN BAY QUỐC TẾ CAM RANH,CIA,HNX
216,CÔNG TY CỔ PHẦN KINH DOANH THAN MIỀN BẮC- VINACOMIN,TMB,HNX
217,CÔNG TY CỔ PHẦN PGT HOLDINGS,PGT,HNX
218,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ ĐẦU TƯ VI NA TA BA,VTJ,HNX
219,CÔNG TY CỔ PHẦN TẬP ĐOÀN DANH KHÔI,NRC,HNX
220,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 9 – VC9,VC9,HNX
221,CÔNG TY CỔ PHẦN ĐIỆN CƠ HẢI PHÒNG,DHP,HNX
222,Công Ty Cổ Phần Dược Lâm Đồng (Ladophar),LDP,HNX
223,Công Ty Cổ Phần Nông Nghiệp Hùng Hậu,SJ1,HNX
224,Công Ty Cổ Phần Địa Ốc 11,D11,HNX
225,Công ty CP Bánh kẹo Hải Hà,HHC,HNX
226,Công ty CP SCI E&C,SCI,HNX
227,Công ty CP Sadico Cần Thơ,SDG,HNX
228,Công ty CP Đầu tư IDJ Việt Nam,IDJ,HNX
229,Công ty CP Đầu tư MST,MST,HNX
230,Công ty Cổ phần Tập đoàn BGI,VC7,HNX
231,Công ty Cổ phần Cơ điện miền Trung,CJC,HNX
233,Công ty Cổ phần DS3,DS3,HNX
234,Công ty Cổ phần Dây cáp điện Việt Thái,VTH,HNX
235,Công ty Cổ phần Dược trung ương Mediplantex,MED,HNX
236,Công ty Cổ phần Dệt lưới Sài Gòn,SFN,HNX
238,Công ty Cổ phần Năng lượng và Môi trường VICEM (tên cũ CTCP Vicem Vật tư vận tải xi măng),VTV,HNX
239,Công ty Cổ phần SAMETEL,SMT,HNX
240,Công ty Cổ phần Thaiholdings,THD,HNX
242,Công ty Cổ phần Transimex Logistics,TOT,HNX
244,Công ty Cổ phần Tập đoàn ECI,ECI,HNX
245,Công ty Cổ phần Tập đoàn GCL,KDM,HNX
246,Công ty Cổ phần Tập đoàn Thành Thái,KKC,HNX
247,Công ty Cổ phần Viglacera Tiên Sơn,VIT,HNX
248,Công ty Cổ phần Vimeco,VMC,HNX
249,Công ty Cổ phần Xây dựng 1369,C69,HNX
250,Công ty Cổ phần Xây lắp Thành An 96,TA9,HNX
251,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,VLA,HNX
252,Công ty Cổ phần Đầu tư và Phát triển giáo dục Hà Nội,EID,HNX
253,Công ty Cổ phần Đầu tư và Xây dựng 40,L40,HNX
254,Công ty Cổ phần đầu tư DNA,KSD,HNX
255,Công ty cổ phần Bê tông Hòa Cầm - Intimex,HCC,HNX
256,Công ty cổ phần Bột giặt NET,NET,HNX
257,Công ty cổ phần Chế tạo Bơm Hải Dương,CTB,HNX
258,Công ty cổ phần HTC Holding,CET,HNX
259,Công ty cổ phần Khoáng sản Á Châu,AMC,HNX
260,Công ty cổ phần Logistics PortserCo,PRC,HNX
261,Công ty cổ phần Nhựa Picomat,PCH,HNX
262,Công ty cổ phần PVI,PVI,HNX
263,Công ty cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,PSE,HNX
264,Công ty cổ phần SCI,S99,HNX
265,Công ty cổ phần Spiral Galaxy,SPI,HNX
266,Công ty cổ phần Sông Đà 11,SJE,HNX
267,Công ty cổ phần Sông Đà 5,SD5,HNX
268,Công ty cổ phần Sông Đà 505,S55,HNX
269,Công ty cổ phần Than Núi Béo – Vinacomin,NBC,HNX
270,Công ty cổ phần Thực phẩm Lâm Đồng,VDL,HNX
271,Công ty cổ phần Tư Vấn Sông Đà,SDC,HNX
272,Công ty cổ phần Tập đoàn C.E.O,CEO,HNX
273,Công ty cổ phần Tập đoàn Giáo dục Trí Việt,CAR,HNX
274,Công ty cổ phần Tập đoàn Macstar,MAC,HNX
275,Công ty cổ phần Tập đoàn Nam Mê Kông,VC3,HNX
276,Công ty cổ phần Tập đoàn Sunshine (Công ty Cổ phần Tập đoàn Real Tech,KSF,HNX
277,Công ty cổ phần Tập đoàn tập đoàn đầu tư ATS,ATS,HNX
278,Công ty cổ phần lâm nông sản thực phẩm Yên Bái,CAP,HNX
279,Công ty cổ phần Đá Hoàng Mai,HMR,HNX
280,Công ty cổ phần Đường Kon Tum,KTS,HNX
281,Công ty cổ phần Đầu tư QP Xanh,HKT,HNX
284,Tổng CT Công nghiệp mỏ Việt Bắc TKV-CTCP,MVB,HNX
285,Tổng CTCP Bảo Hiểm Bưu Điện,PTI,HNX
286,Tổng CTCP Dịch vụ Kỹ thuật Dầu khí Việt Nam,PVS,HNX
287,Tổng CTCP Tái bảo hiểm quốc gia Việt Nam,VNR,HNX
288,Tổng công ty Hoá chất và dịch vụ Dầu khí - CTCP,PVC,HNX
289,Tổng công ty Hóa dầu Petrolimex - CTCP,PLC,HNX
290,Tổng công ty IDICO - CTCP,IDC,HNX
291,Tổng công ty Lâm nghiệp Việt Nam - CTCP,VIF,HNX
292,Tổng công ty Thăng Long-CTCP,TTL,HNX
293,Tổng công ty cổ phần tái bảo hiểm Hà Nội (Tổng công ty cổ phần tái bảo hiểm PVI),PRE,HNX
294,Tổng công ty khoáng sản TKV - CTCP,KSV,HNX
296,CT CP TẬP ĐOÀN DẦU KHÍ AN PHA,ASP,HOSE
297,CT CP Văn Hóa Phương Nam,PNC,HOSE
298,CTCP AN TIẾN INDUSTRIES,HII,HOSE
299,CTCP Bamboo Capital,BCG,HOSE
300,CTCP Bia Sài Gòn - Miền Trung,SMB,HOSE
301,CTCP Bán lẻ kỹ thuật số FPT,FRT,HOSE
302,CTCP BĐS Du lịch Ninh Vân Bay,NVT,HOSE
303,CTCP Bất động sản Khải Hoàn Land,KHG,HOSE
304,CTCP Bất động sản Điện lực miền Trung,LEC,HOSE
305,CTCP Bột giặt LIX,LIX,HOSE
306,CTCP CMC,CVT,HOSE
308,CTCP COMA 18,CIG,HOSE
309,CTCP Cao su Hòa Bình,HRC,HOSE
310,CTCP Cao su Tây Ninh,TRC,HOSE
311,CTCP Cao su Đà Nẵng,DRC,HOSE
312,CTCP Chế biến gỗ Thuận An,GTA,HOSE
313,CTCP Chế biến hàng xuất khẩu Long An,LAF,HOSE
314,CTCP City Auto,CTF,HOSE
315,CTCP Clever Group (tên cũ CTCP Quảng cáo thông minh),ADG,HOSE
316,CTCP Container Việt Nam,VSC,HOSE
317,CTCP Cáp treo Núi Bà Tây Ninh,TCT,HOSE
318,CTCP Công nghiệp Gốm sứ Taicera,TCR,HOSE
319,CTCP Công nghệ Sài gòn Viễn Đông,SVT,HOSE
320,CTCP Công nghệ Tiên Phong,ITD,HOSE
321,CTCP Công nghệ viễn thông Sài Gòn,SGT,HOSE
322,CTCP Công viên nước Đầm Sen,DSN,HOSE
324,CTCP Cảng Đồng Nai,PDN,HOSE
327,CTCP DRH HOLDINGS,DRH,HOSE
328,CTCP Dây và Cáp điện Taya Việt Nam,TYA,HOSE
329,CTCP Dược - Trang Thiết Bị Y Tế Bình Định,DBD,HOSE
330,CTCP Dược Hậu Giang,DHG,HOSE
331,CTCP Dược phẩm Bến Tre,DBT,HOSE
332,CTCP Dược phẩm TW VIDIPHA,VDP,HOSE
334,CTCP Dệt may đầu tư thương mại Thành Công,TCM,HOSE
335,CTCP Dịch Vụ Hàng Hóa Sài Gòn,SCS,HOSE
336,CTCP Dịch vụ Bất động sản Đất Xanh,DXS,HOSE
337,CTCP Dịch vụ Hàng không Taseco,AST,HOSE
338,CTCP Dịch vụ hàng hóa Nội Bài,NCT,HOSE
339,CTCP Dịch vụ tổng hợp Sài Gòn,SVC,HOSE
340,CTCP Dịch vụ Ô tô Hàng Xanh,HAX,HOSE
341,CTCP Everpia,EVE,HOSE
342,CTCP GARMEX SÀI GÒN,GMC,HOSE
343,CTCP Gemadept,GMD,HOSE
344,CTCP Gỗ An Cường,ACG,HOSE
345,CTCP HACISCO,HAS,HOSE
346,CTCP Hoàng Anh Gia Lai,HAG,HOSE
347,CTCP Hàng không VietJet,VJC,HOSE
348,CTCP Hưng Thịnh Incons,HTN,HOSE
349,CTCP Hợp tác kinh tế và xuất nhập khẩu Savimex,SAV,HOSE
350,CTCP ICD Tân cảng - Long Bình,ILB,HOSE
351,CTCP In và Bao bì Mỹ Châu,MCP,HOSE
352,CTCP Kho vận miền Nam,STG,HOSE
353,CTCP Khoan và Dịch vụ Khoan Dầu khí (PV Drilling),PVD,HOSE
354,CTCP Khoáng sản Bình Định,BMC,HOSE
355,CTCP Khoáng sản Công nghiệp Yên Bái,YBM,HOSE
356,CTCP Khoáng sản Fecon,FCM,HOSE
357,CTCP Khử trùng Việt Nam,VFG,HOSE
358,CTCP Kim khí TPHCM - VNSTEEL,HMC,HOSE
359,CTCP Kinh doanh và Phát triển Bình Dương,TDC,HOSE
361,CTCP Kỹ Nghệ Lạnh (SEAREFICO),SRF,HOSE
362,CTCP Lilama 18,LM8,HOSE
363,CTCP Long Hậu,LHG,HOSE
364,CTCP Lọc hóa dầu Bình Sơn,BSR,HOSE
365,CTCP MHC,MHC,HOSE
366,CTCP May Sông Hồng,MSH,HOSE
367,CTCP Mirae,KMR,HOSE
368,CTCP Mía đường Lam Sơn,LSS,HOSE
369,CTCP Nam Việt,ANV,HOSE
370,CTCP Ngoại Thương và Phát triển Đầu tư TP.HCM,FDC,HOSE
371,CTCP Nhiên liệu Sài Gòn,SFC,HOSE
374,CTCP Nhựa An Phát Xanh,AAA,HOSE
375,CTCP Nhựa Bình Minh,BMP,HOSE
376,CTCP Nhựa Tân Đại Hưng,TPC,HOSE
377,CTCP Nông nghiệp Quốc tế Hoàng Anh Gia Lai,HNG,HOSE
378,CTCP Năng lượng và Bất động sản Trường Thành,TEG,HOSE
380,CTCP Phát Triển BĐS Phát Đạt,PDR,HOSE
381,CTCP Phát triển hạ tầng kỹ thuật,IJC,HOSE
382,CTCP Phát triển khu công nghiệp Tín Nghĩa,TIP,HOSE
383,CTCP Phát triển nhà Bà Rịa - Vũng Tàu,HDC,HOSE
384,CTCP Phát triển nhà Thủ Đức,TDH,HOSE
386,CTCP Phát triển Đô thị Từ Liêm,NTL,HOSE
387,CTCP Phân bón Bình Điền,BFC,HOSE
388,CTCP Phân bón Miền Nam,SFG,HOSE
389,CTCP Phân lân nung chảy Văn Điển,VAF,HOSE
391,CTCP Phú Tài,PTB,HOSE
392,CTCP Phục vụ mặt đất Sài Gòn,SGN,HOSE
393,CTCP Quốc Cường Gia Lai,QCG,HOSE
394,CTCP SXKD XNK DV và DT Tân Bình (Tanimex),TIX,HOSE
395,CTCP Siam Brothers Việt Nam,SBV,HOSE
396,CTCP Sonadezi Châu Đức,SZC,HOSE
397,CTCP Sonadezi long thành,SZL,HOSE
399,CTCP Sơn Hà Sài Gòn,SHA,HOSE
400,CTCP Sơn Á Đông,ADP,HOSE
401,CTCP Sản xuất và công nghệ nhựa Pha Lê,PLP,HOSE
402,CTCP Sản xuất và thương mại Nam Hoa,NHT,HOSE
403,CTCP Sợi Thế Kỷ,STK,HOSE
404,CTCP TV-TM-DV Địa ốc Hoàng Quân,HQC,HOSE
406,CTCP Thuận Đức,TDP,HOSE
407,CTCP Thuốc sát trùng Việt Nam,VPS,HOSE
408,CTCP Thép Nam Kim,NKG,HOSE
409,CTCP Thương mại - Dịch vụ Bến Thành,BTT,HOSE
410,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,PSH,HOSE
411,CTCP Thương nghiệp Cà Mau,CMV,HOSE
412,CTCP Thế giới số,DGW,HOSE
413,CTCP Thủy sản Mekong,AAM,HOSE
420,CTCP Tàu cao tốc Superdong - Kiên Giang,SKG,HOSE
422,CTCP TẬP ĐOÀN KIDO,KDC,HOSE
423,CTCP Tập Đoàn Sao Mai,ASM,HOSE
424,CTCP Tập đoàn An Phát Holdings,APH,HOSE
425,CTCP Tập đoàn Công nghệ CMC,CMG,HOSE
426,CTCP Tập đoàn Dabaco Việt Nam,DBC,HOSE
427,CTCP Tập đoàn Hoa Sen,HSG,HOSE
428,CTCP Tập đoàn Hòa Phát,HPG,HOSE
429,CTCP Tập đoàn Hóa chất Đức Giang,DGC,HOSE
430,CTCP Tập đoàn Khách sạn Đông Á,DAH,HOSE
431,CTCP Tập đoàn Masan,MSN,HOSE
432,CTCP Tập đoàn PAN,PAN,HOSE
433,CTCP Tập đoàn Thiên Long,TLG,HOSE
434,CTCP Tập đoàn Thép Tiến Lên,TLH,HOSE
435,CTCP Tập đoàn Tiên Sơn Thanh Hóa,AAT,HOSE
436,CTCP Tập đoàn Yeah1,YEG,HOSE
437,CTCP Tập đoàn bệnh viện TNH,TNH,HOSE
438,CTCP Tập đoàn cơ khí công nghệ cao SIBA,SBG,HOSE
439,CTCP Tập đoàn Đầu tư Địa ốc No Va,NVL,HOSE
440,CTCP Tập đoàn Đức Long Gia Lai,DLG,HOSE
441,CTCP Tổng Công ty Cổ phần Địa ốc Sài Gòn,SGR,HOSE
442,CTCP Vicem Vật liệu xây dựng Đà Nẵng,DXV,HOSE
443,CTCP Victory Capital (Tên cũ: CTCP Đầu tư Hạ tầng và Đô thị Dầu khí),PTL,HOSE
444,CTCP Vinacafe Biên Hòa,VCF,HOSE
445,CTCP Vincom Retail,VRE,HOSE
446,CTCP Vàng bạc đá quý Phú Nhuận,PNJ,HOSE
447,CTCP Vĩnh Hoàn,VHC,HOSE
448,CTCP Vạn Phát Hưng,VPH,HOSE
449,CTCP Vận tải biển Việt Nam,VOS,HOSE
450,CTCP Vận tải dầu khí Thái Bình Dương,PVP,HOSE
451,CTCP Vận tải và Xếp dỡ Hải An,HAH,HOSE
452,CTCP Vận tải xăng dầu VIPCO,VIP,HOSE
453,CTCP Vận tải xăng dầu VITACO,VTO,HOSE
454,CTCP Vận tải xăng dầu đường thủy Petrolimex,PJT,HOSE
455,CTCP Vật tư - Xăng dầu (Comeco),COM,HOSE
456,CTCP Vật tư Kỹ thuật Nông nghiệp Cần Thơ,TSC,HOSE
457,CTCP XNK Petrolimex,PIT,HOSE
458,CTCP XNK Thủy sản Cửu Long An Giang,ACL,HOSE
459,CTCP Xi măng VICEM Hà Tiên,HT1,HOSE
460,CTCP Xuất Nhập Khẩu Y tế Domesco,DMC,HOSE
461,CTCP Xuất nhập khẩu thủy sản Bến Tre,ABT,HOSE
462,CTCP Xây Dựng & Giao Thông Bình Dương,BCE,HOSE
463,CTCP Xây dựng 47,C47,HOSE
464,CTCP Xây dựng Coteccons,CTD,HOSE
465,CTCP Xây dựng DIC Holdings,DC4,HOSE
466,CTCP Xây dựng Phục Hưng Holdings,PHC,HOSE
467,CTCP Xây dựng số 5,SC5,HOSE
468,CTCP Xây lắp Thừa Thiên Huế,HUB,HOSE
469,CTCP chế biến gỗ Đức Thành,GDT,HOSE
470,CTCP xi măng VICEM Hải Vân,HVX,HOSE
471,CTCP Ánh Dương Việt Nam,VNS,HOSE
475,CTCP Đá Núi Nhỏ,NNC,HOSE
476,CTCP Đại Thiên Lộc,DTL,HOSE
477,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,TCL,HOSE
478,CTCP Đạt Phương,DPG,HOSE
479,CTCP Đầu Tư Phát Triển Thương Mại Viễn Đông,VID,HOSE
